epaid,facility_name,company,addr,city,state,zip,lat,lng,nh3_lbs,locations,accidents,latest_receipt_date,naics,territory,contact_name,contact_phone,contact_email
100000045934,MFA Agri Service Maryville,Mfa Incorporated,221 N. Depot St.,Maryville,MO,64468,40.348133,-94.855195,360000.0,54,0,2024-07-24,42491,Brian,,,
100000060499,MFA Agri Service Mexico,Mfa Incorporated,2816 East Liberty St,Mexico,MO,65265,39.15936,-91.843457,2300000.0,54,0,2024-06-20,42491,Brian,,,
100000205976,MFA Agri Service King City,Mfa Incorporated,4698 US Highway 169,King City,MO,64463,40.039654,-94.527106,170000.0,54,0,2023-10-30,42491,Brian,,,
100000026919,River Valley Agronomy Center,Mfa Incorporated,1305 W. 24th Terrace,Higginsville,MO,64037,39.070608,-93.743405,920000.0,54,0,2024-10-24,42491,Brian,,,
100000032957,MFA Anhydrous Ammonia Plant Lexington,Mfa Incorporated,10601 Highway 224,Lexington,MO,64067,39.174265,-93.906418,630000.0,54,0,2021-10-06,42491,Brian,,,
100000047852,MFA Agri Service Laredo,Mfa Incorporated,410 N 2nd Ave,Laredo,MO,64652,40.027482,-93.44301,280000.0,54,0,2024-10-24,42491,Brian,,,
100000052042,MFA Agri Service St. Joseph,Mfa Incorporated,2715 S 6th Street,St. Joseph,MO,64501,39.738295,-94.852203,1300000.0,54,0,2024-03-06,42491,Brian,,,
100000027972,MFA Bulk Plant Shelbina,Mfa Incorporated,4787 State Highway 36,Shelbina,MO,63468,39.701035,-92.073798,370000.0,54,0,2024-01-11,42491,Brian,,,
100000178158,MFA Agri Service Cedar Creek,Mfa Incorporated,2887 County Road 269,Columbia,MO,65202,38.959021,-92.130763,290000.0,54,0,2023-11-27,42491,Brian,,,
100000076473,MFA Agri Service Centralia West Liquid Plant,Mfa Incorporated,22501 North March Road,Centralia,MO,65240,39.217982,-92.162944,590000.0,54,0,2024-09-30,42491,Brian,,,
100000201239,MFA Agri Service Glasgow,Mfa Incorporated,402 10th Street,Glasgow,MO,65254,39.225015,-92.82779,1500000.0,54,0,2024-06-04,42491,Brian,,,
100000048058,MFA Agri Service Guilford,Mfa Incorporated,101 State Hwy M,Guilford,MO,64457,40.16847,-94.73851,82000.0,54,0,2024-04-16,42491,Brian,,,
100000198449,MFA Bulk Plant Hale,Mfa Incorporated,30749 Hwy J,Hale,MO,64643,39.599986,-93.37342,490000.0,54,0,2023-04-20,42491,Brian,,,
100000197271,MFA Agri Service Burlington Junction,Mfa Incorporated,1101 W. Main St.,Burlington Junction,MO,64428,40.445613,-95.077312,370000.0,54,0,2023-04-03,42491,Brian,,,
100000158526,MFA Agri Service Lone Elm,Mfa Incorporated,10674 B Hwy,Bunceton,MO,65237,38.843108,-92.737314,290000.0,54,0,2024-12-02,42491,Brian,,,
100000180582,MFA Anhydrous Ammonia Plant New Cambria,Mfa Incorporated,29400 Colony Ave.,New Cambria,MO,63558,39.766099,-92.761916,290000.0,54,0,2024-07-24,42491,Brian,,,
100000031048,MFA Agri Service Alma,Mfa Incorporated,106 E. Collins Street,Alma,MO,64001,39.095716,-93.542864,2100000.0,54,0,2025-08-04,42491,Brian,,,
100000028025,MFA Agri Service Salisbury,Mfa Incorporated,204 West Front St.,Salisbury,MO,65281,39.424356,-92.80362,550000.0,54,0,2023-04-24,42491,Brian,,,
100000027311,MFA Agri Service Memphis,Mfa Incorporated,300 South Ridge Street,Memphis,MO,63555,40.455225,-92.161701,310000.0,54,0,2025-09-25,42491,Brian,,,
100000240198,MFA Agri Service New Franklin NH3 Plant,Mfa Incorporated,7750 Hwy 87,New Franklin,MO,65274,38.98708,-92.75995,640000.0,54,0,2023-10-06,42491,Brian,,,
100000026134,MFA Bulk Plant Tipton,Mfa Incorporated,74986 Hwy. 50,Tipton,MO,65081,38.668248,-92.840369,300000.0,54,0,2024-12-02,42491,Brian,,,
100000025947,MFA Agri Service Marion County,Mfa Incorporated,6040 Hwy. 24,Hannibal,MO,63401,39.728035,-91.508898,440000.0,54,0,2025-09-10,42491,Brian,,,
100000217696,MFA Agri Service B/P,Mfa Incorporated,29098 July Road,LaPlata,MO,63549,40.012161,-92.492015,340000.0,54,0,2024-01-02,42491,Brian,,,
100000224143,MFA Agri Service Milan,Mfa Incorporated,914 E. 3rd St.,Milan,MO,63556,40.201256,-93.114436,210000.0,54,0,2024-10-03,42491,Brian,,,
100000047898,MFA Agri Service Lineville,Mfa Incorporated,204 Birch Street,Lineville,IA,50147,40.594924,-93.52166,360000.0,54,1,2023-04-24,42491,Brian,,,
100000222859,MFA Ammonia Plant Sedalia,Mfa Incorporated,23819 Oak Grove Ln.,Sedalia,MO,65301,38.730457,-93.288975,280000.0,54,0,2024-06-20,42491,Brian,,,
100000197887,MFA Agri Service Hamilton,Mfa Incorporated,203 N. Ardinger Street,Hamilton,MO,64644,39.743539,-94.000386,84000.0,54,0,2021-11-22,42491,Brian,,,
100000038559,AgVantage FS - MILES,"Growmark, Inc.",48770 17TH STREET,MILES,IA,52064,42.048333,-90.330833,580000.0,51,0,2024-08-19,44424,Brian,,,
100000197057,Illini FS - Hayes NH3,"Growmark, Inc.",1004 East County Road 1450 N,Tuscola,IL,61953,39.864156,-88.283189,1150000.0,51,0,2024-05-16,44424,Brian,,,
100000184105,"Arenzville, IL Satellite","Growmark, Inc.",2399 Concord Arenzville Road,Arenzville,IL,62611,39.874083,-90.37225,750000.0,51,0,2024-06-12,44424,Brian,,,
100000038238,AgVantage FS - DEWITT,"Growmark, Inc.",625 1ST ST.,DEWITT,IA,52742,41.815278,-90.54,520000.0,51,0,2024-08-19,44424,Brian,,,
100000214289,"Crawfordsville, IN 248",Keystone Cooperative,3997 East Ladoga Road,Crawfordsville,IN,47933,39.962708,-86.830909,740000.0,51,0,2024-06-10,42491,Brian,,,
100000076437,"Star City, IN 10049",Keystone Cooperative,2681 East 550 South,Star City,IN,46985,40.97467,-86.549995,890000.0,51,0,2024-05-31,42491,Brian,,,
100000043687,AgVantage FS - Mona (Lyle),"Growmark, Inc.",1392 Stateline Street,Mona,IA,55953,43.498889,-92.945278,300000.0,51,0,2024-08-19,44424,Brian,,,
100000106565,"Lebanon, IN",Keystone Cooperative,7250 East State Road 47,Lebanon,IN,46052,40.128525,-86.332923,900000.0,51,0,2025-01-17,42491,Brian,,,
100000031306,AgVantage FS - Dewar - AA,"Growmark, Inc.",5901 1st St.,Dewar,IA,50623,42.313418,-92.131988,390000.0,51,0,2024-08-19,44424,Brian,,,
100000061247,"Westpoint, IN 285",Keystone Cooperative,5607 West 400 South,Westpoint,IN,47992,40.359023,-87.012036,580000.0,51,0,2024-06-06,42491,Brian,,,
100000237344,AgVantage FS- Chapin,"Growmark, Inc.",2036 Olive Ave.,Sheffield,IA,50475,42.840242,-93.226631,660000.0,51,0,2024-08-19,44424,Brian,,,
100000037523,"Boswell, IN 147",Keystone Cooperative,2802 West State Route 352,Boswell,IN,47921,40.519621,-87.374956,440000.0,51,0,2024-06-06,42491,Brian,,,
100000036258,"Brook, IN 172",Keystone Cooperative,2887 West 883 South,Brook,IN,47922,40.868926,-87.446552,600000.0,51,0,2024-05-30,42491,Brian,,,
100000255662,"Kingman, IN Satellite",Keystone Cooperative,4494 South US Highway 41,Kingman,IN,47952,39.964329,-87.243249,420000.0,51,0,2024-12-04,42491,Brian,,,
100000043026,AgVantage FS - Davis Corners,"Growmark, Inc.",14287 Hwy 9,Lime Springs,IA,52155,43.371389,-92.2925,260000.0,51,0,2024-08-19,44424,Brian,,,
100000085454,"Bremen, IN 10030",Keystone Cooperative,1741 Miami Trail,Bremen,IN,46506,41.452858,-86.194353,930000.0,51,0,2024-05-31,42491,Brian,,,
100000043605,AgVantage FS - Grundy Center,"Growmark, Inc.",1001  A  Ave.,Grundy Center,IA,50638,42.369536,-92.776401,370000.0,51,0,2024-08-19,44424,Brian,,,
100000156751,Illini FS - Penfield NH3,"Growmark, Inc.",2472 County Road 2700 East,Penfield,IL,61862,40.236111,-87.948333,291000.0,51,0,2024-05-13,44424,Brian,,,
100000039013,AgVantage FS - OXFORD,"Growmark, Inc.",1693 Lower Old Hwy 6,OXFORD,IA,52322,41.73,-91.765,190000.0,51,0,2024-08-20,44424,Brian,,,
100000031994,"Demotte, IN 170",Keystone Cooperative,9938 North East Front Street,Demotte,IN,46310,41.143326,-87.312212,200000.0,51,0,2024-06-06,42491,Brian,,,
100000037925,"Anderson, IN",Keystone Cooperative,4002 West CR 600 North,Anderson,IN,46011,40.194255,-85.749615,930000.0,51,0,2024-12-19,42491,Brian,,,
100000031949,"Kentland, IN 172 Satellite",Keystone Cooperative,3024 West 1500 South,Kentland,IN,47951,40.781244,-87.449405,220000.0,51,0,2024-06-10,42491,Brian,,,
100000090055,"Center Point, IN 352 Satellite",Keystone Cooperative,659 North Meridian Road,Center Point,IN,47840,39.394426,-87.108088,370000.0,51,0,2024-06-06,42491,Brian,,,
100000038498,AgVantage FS - WHEATLAND,"Growmark, Inc.",1063 HWY 30 W.,WHEATLAND,IA,52777,41.84,-90.886111,620000.0,51,0,2024-08-19,44424,Brian,,,
100000043703,AgVantage FS -  Nora Springs,"Growmark, Inc.",1270  150th Street,Nora Springs,IA,50458,43.140227,-92.972145,370000.0,51,0,2024-08-20,44424,Brian,,,
100000008289,"Mason City, IL","Growmark, Inc.",9490 North State Route 29,Mason City,IL,62664,40.201829,-89.718584,750000.0,51,0,2024-05-15,44424,Brian,,,
100000189627,AgVantage FS - Garner,"Growmark, Inc.",1880 Highway 18 West,Garner,IA,50438,43.103975,-93.619979,600000.0,51,1,2024-08-27,44424,Brian,,,
100000076357,"Warren, IN 10070",Keystone Cooperative,9451 South 500 East,Warren,IN,46792,40.691333,-85.351827,1000000.0,51,0,2025-01-22,42491,Brian,,,
100000244032,"Mentone, IN 10017",Keystone Cooperative,4640 South 900 West,Mentone,IN,46539,41.163691,-86.003468,88000.0,51,0,2024-06-28,42491,Brian,,,
100000242873,Virginia East,"Growmark, Inc.",20354 Gridley Road,Virginia,IL,62691,39.951961,-90.199632,1000000.0,51,0,2024-12-09,44424,Brian,,,
100000031832,"DeMotte, IN 190",Keystone Cooperative,12369 North 575 West,DeMotte,IN,46310,41.192904,-87.154091,250000.0,51,0,2024-06-06,42491,Brian,,,
100000087835,"Peru, IN 10064",Keystone Cooperative,6519 South SR 19,Peru,IN,46970,40.672076,-85.986401,460000.0,51,0,2024-05-31,42491,Brian,,,
100000069533,"Francesville, IN 10065 Satellite",Keystone Cooperative,14526 West 300 South,Francesville,IN,47946,41.012909,-86.883401,160000.0,51,0,2024-05-31,42491,Brian,,,
100000237335,AgVantage FS- Lone Tree wagon parking,"Growmark, Inc.",110 W. Commercial St.,Lone Tree,IA,52755,41.488958,-91.433146,160000.0,51,0,2024-08-19,44424,Brian,,,
100000115902,"Bainbridge, IN",Keystone Cooperative,6922 North 100 East,Bainbridge,IN,46105,39.760018,-86.830584,450000.0,51,0,2024-12-19,42491,Brian,,,
100000038951,AgVantage FS - MECHANICSVILLE,"Growmark, Inc.",301 E. CHERRY,MECHANICSVILLE,IA,52306,41.902222,-91.254722,650000.0,51,0,2024-08-19,44424,Brian,,,
100000101169,AgVantage FS - DOWNEY,"Growmark, Inc.",202 PeeDee Street,WEST BRANCH,IA,52358,41.616944,-91.348611,420000.0,51,0,2024-08-19,44424,Brian,,,
100000237013,"Argos, IN",Keystone Cooperative,15124 North Michigan Street,Argos,IN,46501,41.259122,-86.25372,420000.0,51,0,2024-12-19,42491,Brian,,,
100000206662,AgVantage FS - Ackley West,"Growmark, Inc.",27354 Hwy 57,Ackley,IA,50126,42.555643,-93.157154,460000.0,51,0,2024-08-19,44424,Brian,,,
100000019525,Illini FS - Martinsville NH3,"Growmark, Inc.",13791 N Cline Orchard Rd,Martinsville,IL,62442,39.349193,-87.836012,465000.0,51,0,2024-05-15,44424,Brian,,,
100000043623,AgVantage FS -  Aplington,"Growmark, Inc.",17995  Hwy 57,Aplington,IA,50604,42.583889,-92.87,300000.0,51,0,2024-08-19,44424,Brian,,,
100000091278,AgVantage FS - Hampton Wagon Park,"Growmark, Inc.",1327 Olive Ave.,Hampton,IA,50441,42.735656,-93.220486,91000.0,51,0,2024-08-19,44424,Brian,,,
100000068482,Illini FS - Hindsboro NH3,"Growmark, Inc.",300 North State Route 130,Arcola,IL,61910,39.695,-88.1775,480000.0,51,0,2024-05-14,44424,Brian,,,
100000174964,AgVantage FS - Waukon,"Growmark, Inc.",718 9th Street NW,Waukon,IA,52172,43.277222,-91.490556,480000.0,51,0,2024-08-19,44424,Brian,,,
100000078667,"Rochester, IN 10050",Keystone Cooperative,1496 North Meridian Road,Rochester,IN,46975,41.078932,-86.24366,1000000.0,51,0,2024-05-31,42491,Brian,,,
100000163994,"Francesville, IN 10065",Keystone Cooperative,3435 South 1450 West,Francesville,IN,47946,41.005596,-86.882845,560000.0,51,0,2024-05-31,42491,Brian,,,
100000060818,Illini FS - Potomac NH3,"Growmark, Inc.",6637 E 3050 North Road,Potomac,IL,61865,40.308044,-87.815091,540000.0,51,0,2024-05-09,44424,Brian,,,
100000069597,"Lucerne, IN 10063 Satellite",Keystone Cooperative,6763 North Railroad Street,Lucerne,IN,46950,40.863124,-86.403089,470000.0,51,0,2024-06-28,42491,Brian,,,
100000081056,"Rockville, IN 10263",Keystone Cooperative,4338 West 40 North,Rockville,IN,47872,39.774209,-87.320866,470000.0,51,0,2024-06-06,42491,Brian,,,
100000008127,"Kilbourne, IL","Growmark, Inc.",14050 County Road 600 North,Kilbourne,IL,62655,40.148903,-90.087706,470000.0,51,0,2024-06-12,44424,Brian,,,
100000036098,"Summitville, IN",Keystone Cooperative,1163 East 1500 North,Summittville,IN,46070,40.319001,-85.650256,1100000.0,51,0,2025-01-17,42491,Brian,,,
100000103979,"Sullivan, IN 10370",Keystone Cooperative,2988 West State Road 54,Sullivan,IN,47882,39.056037,-87.459512,1100000.0,51,0,2024-07-01,42491,Brian,,,
100000043785,AgVantage FS - Sumner,"Growmark, Inc.",1429 Whitetail Ave.,Sumner,IA,50674,42.843194,-92.120107,430000.0,51,0,2024-08-19,44424,Brian,,,
100000048815,"Larwill, IN 10021",Keystone Cooperative,2637 North State Road 5,Larwill,IN,46764,41.201791,-85.626632,320000.0,51,0,2024-07-01,42491,Brian,,,
100000075526,AgVantage FS  - Charles City,"Growmark, Inc.",2131 Old Highway Road,Charles City,IA,50616,43.047742,-92.667162,310000.0,51,0,2025-09-19,44424,Brian,,,
100000140331,"Brazil, IN 10335 Satellite",Keystone Cooperative,996 West County Road 1200 North,Brazil,IN,47834,39.562236,-87.122995,870000.0,51,0,2024-06-10,42491,Brian,,,
100000185925,AgVantage FS - New Hampton West,"Growmark, Inc.",1930 Linn Drive,New Hampton,IA,50659,43.079184,-92.314559,310000.0,51,0,2024-08-19,44424,Brian,,,
100000049066,"Leiters Ford, IN 10022",Keystone Cooperative,4275 North 750 West,Leiters Ford,IN,46945,41.118284,-86.384581,570000.0,51,0,2024-07-01,42491,Brian,,,
100000068829,Illini FS - Dewey NH3,"Growmark, Inc.",1009 CR 3000 N,Dewey,IL,61840,40.310359,-88.268427,455000.0,51,1,2024-05-31,44424,Brian,,,
100000025796,"Bluff Springs, IL","Growmark, Inc.",7517 South Bluff Springs Road,Bluff Springs,IL,62622,39.988001,-90.346435,470000.0,51,0,2024-05-17,44424,Brian,,,
100000019133,Illini FS - Newman NH3,"Growmark, Inc.",998 N State Route 49,Newman,IL,61942,39.798333,-87.938056,458000.0,51,0,2024-05-14,44424,Brian,,,
100000080388,"Logansport, IN 10063",Keystone Cooperative,4145 West CR 400 South,Logansport,IN,46947,40.705375,-86.452705,560000.0,51,0,2024-05-31,42491,Brian,,,
100000108938,"Union Mills, IN",Keystone Cooperative,3551 West 800 South,Union Mills,IN,46382,41.492711,-86.767769,840000.0,51,0,2024-12-17,42491,Brian,,,
100000080217,"Tipton, IN",Keystone Cooperative,1005 Berryman Pike,Tipton,IN,46072,40.295294,-86.044525,850000.0,51,0,2024-12-19,42491,Brian,,,
100000019614,Illini FS - Leverett NH3,"Growmark, Inc.",1806 E. Leverett Rd.,Champaign,IL,61822,40.190278,-88.208056,830000.0,51,0,2024-05-13,44424,Brian,,,
100000011756,"Edwardsport, IN 10388 Satellite",Keystone Cooperative,8287 North Summers Road,Edwardsport,IN,47528,38.797533,-87.259209,330000.0,51,0,2024-06-06,42491,Brian,,,
100000085409,"Wingate, IN 260 Satellite",Keystone Cooperative,8789 North Old State Road 55,Wingate,IN,47994,40.167694,-87.062271,690000.0,51,0,2024-06-06,42491,Brian,,,
100000020069,Illini FS - Garrett NH3,"Growmark, Inc.",1025 N CR 250 E,Garrett,IL,61913,39.803061,-88.424234,168000.0,51,0,2024-05-16,44424,Brian,,,
100000039068,AgVantage FS - MAQUOKETA Wagon Park,"Growmark, Inc.",20081 22ND ST,MAQUOKETA,IA,52060,42.052222,-90.664722,170000.0,51,0,2024-08-27,44424,Brian,,,
100000071913,"Rensselaer, IN 10190",Keystone Cooperative,1201 West State Road 114,Rensselaer,IN,47978,40.932509,-87.065169,630000.0,51,0,2024-06-06,325312,Brian,,,
100000011863,"Oaktown, IN 10383",Keystone Cooperative,12728 North Coop Road,Oaktown,IN,47561,38.862165,-87.444294,350000.0,51,0,2024-06-10,42491,Brian,,,
100000090368,"Farmersburg, IN 10316",Keystone Cooperative,500 North 2nd Avenue,Farmersburg,IN,47850,39.258192,-87.379309,550000.0,51,0,2024-07-01,42491,Brian,,,
100000227453,"Bringhurst, IN",Keystone Cooperative,27 West 250 South,Bringhurst,IN,46913,40.518302,-86.525675,630000.0,51,0,2024-12-17,325311 • 42491,Brian,,,
100000123608,"Vincennes, IN 10387",Keystone Cooperative,409 North Country Market Lane,Vincennes,IN,47591,38.683009,-87.426288,170000.0,51,0,2024-06-06,325312,Brian,,,
100000093748,AgVantage FS - Alden,"Growmark, Inc.",13730 Co. Hwy S27,Alden,IA,50006,42.503314,-93.380021,120000.0,51,0,2024-08-19,44424,Brian,,,
100000031226,AgVantage FS - Quasqueton - AA,"Growmark, Inc.",2595 Racine Ave,Winthrop,IA,50682,42.414981,-91.751656,140000.0,51,0,2024-08-19,44424,Brian,,,
100000019259,Illini FS - Sadorus NH3,"Growmark, Inc.",302 E. Market,Sadorus,IL,61872,39.967794,-88.341532,140000.0,51,0,2024-05-16,44424,Brian,,,
100000019053,Illini FS - Sidell NH3,"Growmark, Inc.",3044 N 470 E Rd,Sidell,IL,61876,39.9098644,-87.8519632,140000.0,51,0,2024-05-15,44424,Brian,,,
100000008234,"Easton, IL","Growmark, Inc.",26590 East County Road 1200 North,Easton,IL,62633,40.23323,-89.854812,350000.0,51,0,2024-05-15,44424,Brian,,,
100000061719,"Veedersburg, IN 260 Satellite",Keystone Cooperative,65 East Aylesworth Road,Veedersburg,IN,47987,40.199993,-87.258772,140000.0,51,0,2024-06-06,42491,Brian,,,
100000086756,"Hagerstown, IN",Keystone Cooperative,4379 Jacksonburg Road,Hagerstown,IN,47346,39.890684,-85.105079,140000.0,51,0,2024-12-19,325312,Brian,,,
100000098315,"Clay City, IN 320",Keystone Cooperative,209 West 8th Street,Clay City,IN,47841,39.275548,-87.115076,540000.0,51,0,2024-06-06,42491,Brian,,,
100000093784,AgVantage FS - Eldora,"Growmark, Inc.",29234 Hwy 175 W.,Eldora,IA,50627,42.359722,-93.133333,360000.0,51,0,2024-08-19,44424,Brian,,,
100000069971,"Versailles, OH",Keystone Cooperative,9368 McGreevey Road,Versailles,OH,45380,40.226765,-84.460682,210000.0,51,0,2024-12-17,42491,Brian,,,
100000008154,"Manito, IL","Growmark, Inc.",1350 South East Avenue,Manito,IL,61546,40.406352,-89.772147,350000.0,51,0,2024-06-13,44424,Brian,,,
100000039059,AgVantage FS - OTTER CREEK,"Growmark, Inc.",22067 183RD AVE.,LAMOTTE,IA,52054,42.225556,-90.680833,290000.0,51,0,2024-08-19,44424,Brian,,,
100000043008,AgVantage FS - Janesville,"Growmark, Inc.",513  7th Street,Janesville,IA,50647,42.643333,-92.458611,270000.0,51,0,2024-08-19,44424,Brian,,,
100000204539,"Reynolds, IN",Keystone Cooperative,500 North Boone Street,Reynolds,IN,47980,40.753737,-86.88115,660000.0,51,0,2024-12-17,42491,Brian,,,
100000021969,"Frankfort, IN",Keystone Cooperative,161 West County Road 650 South,Frankfort,IN,46041,40.190836,-86.50891,390000.0,51,0,2025-03-04,42491,Brian,,,
100000019302,Illini FS - Paris NH3,"Growmark, Inc.",102 McMillian Avenue,Paris,IL,61944,39.610863,-87.714334,380000.0,51,0,2024-05-15,44424,Brian,,,
100000081573,"Fairmount, IN Satellite",Keystone Cooperative,9031 West 900 South,Fairmount,IN,46928,40.421175,-85.844367,590000.0,51,0,2025-03-04,42491,Brian,,,
100000031413,AgVantage FS - Hawkeye-AA,"Growmark, Inc.",20836 R Ave,Hawkeye,IA,52147,42.9325,-91.942778,260000.0,51,0,2024-08-19,44424,Brian,,,
100000090108,AgVantage FS  - Thornton Plant,"Growmark, Inc.",206 Ash Street E,Thornton,IA,50479,42.945278,-93.375556,410000.0,51,0,2024-08-19,44424,Brian,,,
100000090545,AgVantage FS - Alexander Fert Plant,"Growmark, Inc.",250 190th Street,Alexander,IA,50420,42.803963,-93.468036,520000.0,51,0,2024-08-19,44424,Brian,,,
100000038336,AgVantage FS - ALBURNETT 8336,"Growmark, Inc.",2686 Old QUAAS RD.,ALBURNETT,IA,52202,42.141667,-91.628056,280000.0,51,0,2024-08-19,44424,Brian,,,
100000043641,AgVantage FS -  Allison,"Growmark, Inc.",20902  Hwy 3 West,Allison,IA,50602,42.744167,-92.810556,690000.0,51,0,2024-08-19,44424,Brian,,,
100000011471,"Vincennes, IN 10385",Keystone Cooperative,3002 South Decker Road,Vincennes,IN,47591,38.633287,-87.513506,710000.0,51,0,2024-06-10,42491,Brian,,,
100000095808,"Monticello, IN",Keystone Cooperative,200 North 950 East,Monticello,IN,47960,40.754637,-86.688907,710000.0,51,0,2024-12-17,42491,Brian,,,
100000088852,"State Line, IN 271",Keystone Cooperative,7544 South 1050 West,State Line,IN,47982,40.20477,-87.519507,610000.0,51,0,2024-06-06,42491,Brian,,,
100000094836,"Goodland, IN",Keystone Cooperative,203 South Benton Street,Goodland,IN,47948,40.763834,-87.289496,610000.0,51,0,2024-12-17,42491,Brian,,,
100000030753,"Shelby, IN 170 Satellite",Keystone Cooperative,1211 West 234th Street,Shelby,IN,46377,41.192946,-87.349565,610000.0,51,0,2024-06-06,42491,Brian,,,
100000081993,"Wabash, IN 10051",Keystone Cooperative,573 East 700 South,Wabash,IN,46992,40.723472,-85.779518,370000.0,51,0,2024-05-31,42491,Brian,,,
100000214779,CHS Inc - Shipman Pocahontas,Chs Inc.,168 State Rt. 140,Pocahontas,IL,62275,38.88616,-89.60854,1009485.0,49,0,2024-11-22,42491,Brian,,,
100000030272,CHS Inc. - Mantador,Chs Inc.,101 Mills St.,Mantador,ND,58058,46.163463,-96.97949,320637.0,49,0,2024-04-22,42491,Brian,,,
100000070503,CHS Inc.- Lakota,Chs Inc.,301 1st Ave SW,Lakota,ND,58344,48.039758,-98.351779,448658.0,49,0,2024-05-27,42491,Brian,,,
100000070255,CHS Inc. - Craigmont,Chs Inc.,707 E. Hwy. 95,Craigmont,ID,83523,46.236864,-116.463085,310153.0,49,0,2024-04-23,42491,Brian,,,
100000213618,CHS Inc - Shipman -  Raymond,Chs Inc.,4297 N. 23rd Ave,Raymond,IL,62560,39.336401,-89.611196,139914.0,49,0,2025-03-21,42491,Brian,,,
100000069061,CHS Inc. - Calvin Facility,Chs Inc.,401 Railroad Avenue,Calvin,ND,58323,48.853538,-98.940598,558190.0,49,0,2024-03-08,42491,Brian,,,
100000039317,CHS Inc. - Hennessey,Chs Inc.,475 South Cemetery Rd.,Hennessey,OK,73742,36.11353,-97.90748,270500.0,49,0,2024-05-27,42491,Micah,,,
100000058616,CHS Inc. - Walla Walla,Chs Inc.,111 North 9th.,Walla Walla,WA,99362,46.064683,-118.350638,678000.0,49,2,2021-08-02,325314,Brian,,,
100000021914,CHS Inc. - Milnor NH3 Plant,Chs Inc.,13995 80th ST,Milnor,ND,58060,46.261534,-97.472238,444460.0,49,0,2024-04-22,42491,Brian,,,
100000021905,CHS Inc. - Starbuck,Chs Inc.,30736 State Highway 28 West,Starbuck,MN,56381,45.615106,-95.566422,511387.0,49,1,2024-04-23,42491,Brian,,,
100000067802,CHS Inc.-Mooreton,Chs Inc.,405 Front St.,Mooreton,ND,58061,46.269419,-96.870035,674380.0,49,0,2023-10-09,325314 • 42491,Brian,,,
100000183598,CHS Inc.- Drayton,Chs Inc.,7851 Old Highway 44,Drayton,ND,58225,48.548493,-97.178652,603775.0,49,0,2024-04-08,42491,Brian,,,
100000249803,CHS - Jerseyville IL,Chs Inc.,23326 Castello Road,Jerseyville,IL,62052,39.120756,-90.407526,338125.0,49,0,2022-11-16,42491,Brian,,,
100000171583,CHS Inc. - New England,Chs Inc.,170 Elevator Road,New England,ND,58647,46.541878,-102.878404,319910.0,49,1,2024-05-27,42491,Brian,,,
100000058572,CHS Inc. - Prescott,Chs Inc.,109 South E Street,Prescott,WA,99348,46.298747,-118.313656,139915.0,49,0,2024-09-16,42491,Brian,,,
100000167614,CHS Inc.- Taylor,Chs Inc.,3645 98 R Ave SW,Taylor,ND,58656,46.883201,-102.520915,261170.0,49,0,2024-04-01,42491,Brian,,,
100000069338,CHS Inc.-Reeder,Chs Inc.,RR Ave.,Reeder,ND,58649,46.101866,-102.955281,139914.0,49,0,2024-04-24,42491,Brian,,,
100000023583,CHS Inc. - Grangeville,Chs Inc.,1001 North A Street,Grangeville,ID,83530,45.934401,-116.125743,145977.0,49,2,2024-04-23,42491,Brian,,,
100000019785,CHS Inc. - Oslo,Chs Inc.,106 DIKE AVENUE,OLSO,MN,56744,48.191944,-97.1025,242520.0,49,0,2024-06-24,42459,Brian,,,
100000213208,CHS Inc. - Kindred,Chs Inc.,5324 165th Ave SE,Kindred,ND,58051,46.639727,-97.013487,904343.0,49,0,2023-10-16,325314 • 42491,Brian,,,
100000232795,CHS Primeland - Port of Wilma Agronomy Hub Plant,Chs Inc.,2950 Wilma Drive,Clarkston,WA,99403,46.424515,-117.11275,4299040.0,49,1,2022-03-30,325314 • 42491,Brian,,,
100000148146,CHS Inc. - Shipman,Chs Inc.,3620 Route 16,Shipman,IL,62685,39.118056,-90.081389,1116053.0,49,1,2025-03-21,42491,Brian,,,
100000024699,CHS Inc. - Colby,Chs Inc.,2122 US Hwy E. 24,Colby,KS,67701,39.391973,-101.013654,711244.0,49,0,2021-09-28,325314 • 42491,Brian,,,
100000001945,CHS Inc. - Oklee,Chs Inc.,806 Elevator Road,Oklee,MN,56742,47.843102,-95.854277,303147.0,49,0,2024-06-24,42491,Brian,,,
100000167598,CHS Inc.- Belfield,Chs Inc.,802 1st Ave SE,Belfield,ND,58622,46.880226,-103.188329,83950.0,49,0,2024-04-16,42491,Brian,,,
100000062781,CHS Inc.-Killdeer,Chs Inc.,1924 High St. NE,Killdeer,ND,58640,47.371501,-102.729351,167897.0,49,0,2024-04-24,42491,Brian,,,
100000157457,CHS Inc - Lowder,Chs Inc.,10955 North St,Waverly,IL,62692,39.551933,-89.851292,6344100.0,49,2,2025-08-29,11511,Brian,,,
100000069454,CHS Inc.-Starkweather,Chs Inc.,8276 72nd St. NE,Starkweather,ND,58377,48.456389,-98.873557,354400.0,49,0,2024-05-27,42491,Brian,,,
100000014691,CHS Inc. - Adams Facility,Chs Inc.,11865 Highway 17,Adams,ND,58210,48.413443,-98.087568,344188.0,49,1,2024-03-08,42491,Brian,,,
